id;nombre;codigo;estado;cli_red_id;punto_x;punto_y;long;lat;fecha_inicio;fecha_fin;numero_registros
38;Adra, Club Nautico;6277B;t;4;500743.7500;4068786.0000;-2.99166703816418;36.7642453654521;2000-12-31;2016-04-30;588784
435;TestPGPool;PS123;t;45;526826.0000;4107313.0000;-2.69808822498056;37.1111457206056;;;0
21;Alhama;EARM20;t;2;541018.0000;4090506.0000;-2.53926790975695;36.959144665485;1999-11-30;2016-04-30;3699066
74;Almera, Aeropuerto;6325O;t;9;554575.1900;4077703.2500;-2.38791696818926;36.8430544062233;1968-01-01;2016-04-30;1299628
58;Aldeire;5108;t;4;493673.4700;4112660.7500;-3.07124986539256;37.1597222423724;1985-12-01;2004-05-31;3991
60;Aldeire, I.N.M.;5108A;t;4;493661.2500;4112390.0000;-3.07138519317518;37.1572816343883;1990-08-01;2009-11-30;7029
24;Abla;RAIFAL006;t;6;520748.0000;4110650.0000;-2.76639099721333;37.1413886316521;1995-12-31;2016-04-30;1393748
32;Abla;6302A;t;4;517365.3100;4111635.0000;-2.80445481147475;37.1503362840447;2000-12-31;2016-04-30;672529
9;El Encinar;PSN05;t;22;509292.0000;4101036.0000;-2.89549688874162;37.0549118023569;2008-10-14;2014-06-27;2620221
11;Robledal de Cáñar;PSN07;t;22;461796.0000;4089860.0000;-3.42909217872427;36.9534400496861;2008-10-14;2014-06-27;4320047
34;Abrucena;6302;f;4;518221.3400;4109750.5000;-2.79486126157659;37.1333332599155;1954-09-01;1987-01-31;9063
35;Abrucena, Los Jarales;6301;t;4;519069.5600;4116532.0000;-2.78513897060736;37.1944439679075;1962-01-01;2009-02-28;13599
37;Adra;6277;f;4;501078.5900;4067976.0000;-2.98791664222012;36.7569432513949;1961-01-01;1996-02-29;7033
4;Algibe de Montenegro;PSN01;t;22;526825.0000;4107312.0000;-2.69808822498048;37.1111457206046;2008-10-14;2014-06-27;2489557
40;Agrn-Fatimbullar;5557O;f;4;429758.5600;4095268.5000;-3.78940343165116;37.0003436109536;1987-01-01;1994-12-31;2891
41;Aguadulce;6296;t;4;538118.5000;4074532.2500;-2.57263880199356;36.8152773739812;1965-02-01;2001-03-31;8544
42;Aguadulce, Colegio;6296A;t;4;537119.0000;4073604.0000;-2.58388959587551;36.8069496458776;2006-01-01;2009-11-30;4096
43;Albnchez;6361;t;4;572480.6900;4126993.2500;-2.18236113524927;37.2861105605481;1961-01-01;2009-01-31;15940
44;Alboloduy;6306;t;4;533686.5000;4098704.0000;-2.62125040790279;37.0333324117845;1965-01-01;2009-02-28;15181
46;Albolote, Apl Agron.;5540E;f;4;441989.7800;4129192.0000;-3.65458329093271;37.3069432485021;;;0
47;Albolote, Cortijo Albarrate;5522B;t;4;440363.1800;4119840.7100;-3.67218703545291;37.2225555858125;1993-11-01;2009-11-30;5616
48;Albolote, La Colonia;5521E;f;4;442123.1900;4123551.2500;-3.65263883271196;37.2561104976149;1968-01-01;1973-05-31;3268
49;Albolote, Los Arenales;5540C;f;4;442491.6600;4130575.5000;-3.64902763880878;37.3194441068058;;;0
50;Albondn;6274U;t;4;481012.5000;4076070.5000;-3.21291661391482;36.8297211644228;1986-07-01;2009-11-30;21622
52;Albuol a rjiva, C.P.C.;6273;t;4;472584.4400;4074337.0000;-3.30736124863874;36.8138880174455;1961-01-01;2004-12-31;14331
53;Albuuelas;6254E;f;4;443679.0000;4087114.0000;-3.63236110892408;36.9277787747682;1961-02-01;1986-11-30;8175
54;Albuuelas, Huida;5569E;t;4;435237.8800;4083321.7500;-3.72680549306344;36.8930545913597;1956-01-01;2009-11-30;18010
55;Alcal la Real, Malabrigo;5551;f;4;424111.7500;4140466.5000;-3.85745476801477;37.40726850931;1989-01-01;1989-08-31;213
56;Alcolea;6278;f;4;504042.9400;4091242.2500;-2.95458332921275;36.9666665551158;1952-01-01;1975-07-31;7033
59;Aldeire, El Marquesado;5109O;f;4;494171.7800;4119902.2500;-3.06569438893169;37.2249995866011;;;0
61;Aldeire, Pea Forestal;5106;f;4;492685.9100;4111583.0000;-3.08236129409617;37.1500002529337;1983-01-01;1990-07-31;1462
63;Alhama de Almera;6314;f;4;538419.0600;4090249.7500;-2.56847259389622;36.9569445057071;1961-01-01;2000-06-30;21948
64;Alhama de Almera, La Zarba;6313;t;4;532451.3100;4085756.5000;-2.63569455556883;36.9166665404396;1961-01-01;2009-02-28;12954
66;Alhama de Granada, Monte de Zafarraya;6379;f;4;478834.7800;4096814.5000;-3.23791659104443;37.0166661669135;;;0
67;Alhendn, C. de Aguas;5520A;f;4;442938.2800;4107064.7500;-3.64218886570812;37.107562278206;1989-01-01;2007-04-30;3586
68;Alhendn, Fontibullar;5525;f;4;431877.8400;4096445.7500;-3.7656944381693;37.0111106161734;;;0
69;Alhendn, I.N.M.;5520;t;4;442579.0600;4107306.7500;-3.64624992996231;37.1097215692049;1966-02-01;2009-11-30;15722
71;Almera;6297C;f;4;548637.1300;4076588.7500;-2.45458316592475;36.8333324988807;;;0
72;Almera;RAAAL;t;13;547310.0000;4077654.0000;-2.46939868969894;36.8430020575079;;;0
73;Almera;6297;f;4;548637.1300;4076588.7500;-2.45458316592475;36.8333324988807;1951-01-01;1981-04-10;163688
100;Baza, El Tesorero;5043E;f;4;524579.9400;4124441.5000;-2.72279200129586;37.265609238085;1984-04-01;1998-10-31;4777
101;Baza, Narvaez;5046;t;4;512744.6300;4141636.2500;-2.85597217518175;37.4208337889505;1955-03-01;2009-03-31;16617
243;La Mojonera;RIA0401;t;5;526499.0000;4071527.0000;-2.70301217912025;36.7885837388525;2000-01-31;2016-04-30;1484139
105;Benalua de Guadix Zayete;5113A;t;4;484648.6600;4133818.2500;-3.17332401738509;37.3503262089808;1986-10-01;2009-11-30;22065
125;Caniles, C. Fraile;5044E;f;4;525311.5600;4131340.7500;-2.71430592833728;37.3277768929285;1971-01-01;1998-10-31;26155
196;Granada, C. de A.;5510;t;4;446822.5600;4114829.5000;-3.59902797049406;37.1777784044963;1985-12-01;2009-11-30;6160
200;Granada, Generalife;5510B;t;4;448142.1300;4114426.9900;-3.58413618969918;37.1742246134224;1993-05-01;2009-11-30;16076
147;Cortes y Graena, Lopera;5102;t;4;478549.8400;4130405.5000;-3.24208341408258;37.3194441172148;1965-02-01;2009-11-30;14875
103;BENAHADUX;SIVA60;t;3;547921.0000;4086683.0000;-2.46197562702952;36.924358433513;2005-07-11;2016-04-30;1239999
310;Padul;RIA1810;t;5;446712.0000;4097327.0000;-3.59902997669743;37.0200125027949;2001-01-25;2016-04-30;1383673
27;Laujar de Andarax;RAIFAL011;t;6;507140.0000;4094853.0000;-2.91975812374687;36.999196209656;2009-02-15;2016-04-30;613170
322;Pinos Puente;RIA1804;t;5;431534.0000;4124395.0000;-3.77211467663777;37.2629968278624;2000-08-22;2015-03-18;1321873
284;MOTRIL;SIVA26;t;3;453580.0000;4067000.0000;-3.51997047642453;36.747009613465;1996-06-05;2016-04-30;4685195
12;Veleta;PSN08;t;22;467075.0000;4102316.0000;-3.37034609196536;37.0659177403687;2008-10-09;2014-06-27;2077561
92;Avda. DE CADIZ;SIVA25;t;3;447003.0000;4114818.0000;-3.59699465295376;37.1776850082527;1996-05-29;2005-11-19;1473849
93;Bacares;6349;f;4;548489.0000;4123892.5000;-2.4531942853817;37.2597224996854;1961-02-01;1980-10-31;9083
94;Balerma;6289;t;4;510218.5600;4065033.0000;-2.88556178452537;36.7303589271188;1961-01-01;2009-02-28;16124
95;Barranco Moreno;6206;f;4;416482.7200;4076612.7500;-3.93652797277616;36.8311112598645;;;0
96;Bayarcal;6279;t;4;500333.5300;4098174.7500;-2.99625019795462;37.0291660959372;1964-08-01;2009-02-28;12715
97;Bayarque, Central Elctrica;6350;t;4;550043.1900;4131760.2500;-2.43513860844155;37.3305546686919;1965-01-01;2009-02-28;12595
98;Baza;EARM21;f;2;512830.0000;4141644.0000;-2.85500727184732;37.4209024643805;1999-11-30;2003-12-31;1235864
99;Baza, Arredondo;5043I;f;4;517181.1600;4129292.0000;-2.80612139875401;37.3094961654436;1983-02-01;1991-02-28;1456
119;Cdiar;RIA1807;t;5;483724.0000;4086564.0000;-3.18273653040945;36.9243636464432;2000-09-05;2016-04-30;1431320
102;Beas de Granada, Puertoblanco;5505;f;4;460291.7500;4121072.7500;-3.44763875590855;37.2347224790889;1955-03-01;1974-12-31;4628
104;Benalua de Guadix;5113;f;4;485324.8800;4134089.0000;-3.16569456139268;37.3527775856984;1991-01-01;1991-05-31;151
106;Beninar;6283;f;4;497611.1900;4081997.0000;-3.02680568845306;36.883332691581;1961-01-01;1985-09-30;7292
107;Benitagla;6358;t;4;567602.5000;4121158.5000;-2.23791635434795;37.2338893172676;1968-01-01;2009-11-30;15095
108;Benizaln;6357U;t;4;567375.0600;4118783.5000;-2.24069471026079;37.2124997769337;1985-01-01;2009-11-30;25256
109;Brchules;6224;t;4;483026.7500;4092336.7500;-3.19069443913444;36.9763881767749;1961-01-01;2009-02-28;15611
110;Berja;6287;f;4;504420.8800;4077683.7500;-2.9504168634096;36.8444440105509;1951-01-01;1992-08-31;18886
111;Berja, Castala;6286;t;4;508504.9700;4080152.0000;-2.90458344487697;36.8666658766614;1951-01-01;2007-12-31;28969
112;Borreguiles;CETURSA3;t;20;465597.0000;4103096.0000;-3.38700627505046;37.0728954979587;1993-08-31;2011-01-18;403390
113;Busquistar, Cortijo La Calahorra;6234E;f;4;474994.0600;4093281.2500;-3.28097217376695;36.9847227544129;1971-01-01;1988-03-31;6300
114;Cabo de Gata, Faro;6329;t;4;572025.7500;4064994.5000;-2.19341881013457;36.7273337954814;1961-01-01;2009-11-30;23237
115;Cabo de Gata, Micheln;6328N;t;9;571071.5600;4074743.2500;-2.20319454600737;36.8152777308677;1983-07-01;2009-10-31;77267
116;Cacn;5573;t;4;418459.3100;4101803.7500;-3.91708342024477;37.0583333497126;1985-12-01;2009-11-30;6021
117;Cacn, El Turro;5575;f;4;416195.5900;4110147.2500;-3.94347221504481;37.1333322843602;;;0
118;Cadiar;6225;t;4;483761.6900;4088791.5000;-3.18236120385941;36.9444435326333;1961-01-01;2009-01-31;20045
120;Cadiar, C.P.G.;C380;t;23;484021.0000;4089099.0000;-3.17945558720744;36.9472198446622;;;0
121;Calar Alto;6314I;f;4;539517.6900;4119685.0000;-2.55458298280804;37.2222219977859;1986-03-01;1989-12-31;1431
122;Calicasas;5540;t;4;445287.9700;4125317.5000;-3.61708350811788;37.2722215054304;1992-09-01;2009-11-30;5475
123;CAMINO DE RONDA (A.G.);SIVA24;f;3;446443.0000;4114818.0000;-3.60330256081548;37.1776530579861;1996-05-29;2000-01-31;249968
124;CAMPUS DE CARTUJA;SIVA57;t;3;447237.0000;4116802.0000;-3.59449900364999;37.1955808864196;2005-12-01;2009-06-29;1093428
126;Caniles, Llano del Moro;5045;f;4;531424.7500;4141839.7500;-2.64486096782523;37.4222223318272;;;0
127;Canjayar;6311;f;4;523070.5300;4095895.0000;-2.74069431877644;37.0083328505968;1951-01-01;1990-12-31;17971
128;Canjayar, Vivero Cristal;6312;t;4;518871.1900;4094960.2500;-2.78791669196125;37.0000006327094;1951-01-01;2009-02-28;18278
129;Caar, Los Jarales;6248;f;4;461986.8400;4087012.2500;-3.42680560357001;36.9277780634848;1951-01-01;1988-12-31;10184
139;Cogollos de Guadix;5110;t;4;485792.9100;4119912.2500;-3.1601390859546;37.2249996822569;1990-11-01;2002-05-31;3500
154;Darro;5116;t;4;474007.9400;4134116.5000;-3.29347218667775;37.3527774683017;1985-12-01;2009-02-28;4412
157;Diezma;5115;t;4;470673.6900;4130429.5000;-3.33097228349333;37.3194452061106;1985-12-01;2009-11-30;5629
6;Embarcadero;PSN02;t;22;477616.0000;4116277.0000;-3.25219762120316;37.1920718326801;2008-10-14;2014-06-27;2563158
181;Fonelas;5120;t;4;484353.2200;4140716.5000;-3.17680557694673;37.4124991042654;1985-12-01;2004-02-29;4532
36;Adra;RIA0410;t;5;500710.0000;4066978.0000;-2.99204685518258;36.7479470574529;2000-09-06;2016-04-30;1451665
432;fb_iecolab_canar_2;0013a200408bc820;t;;552409.3100;4102804.5000;-3.10458332571511;37.2680553966828;;;0
131;Castelldeferro;6272;f;4;467838.5900;4064184.7500;-3.3601387921147;36.7222224746047;1965-01-01;1986-09-30;4864
132;Cazulas, Central Elctrica;6220;t;4;437399.8800;4074368.7500;-3.70180558483148;36.8125005195743;1965-01-01;2009-02-28;12377
133;Charches;6298I;t;4;508878.3800;4113162.5000;-2.90000508135007;37.1642242196725;1988-01-01;2009-11-30;7047
134;Charches;C405;t;23;503914.0000;4127636.0000;-2.95584158642715;37.2947200063651;;;0
136;Chauchina, La Ola;5560;t;4;428554.9100;4112653.2500;-3.80458347690906;37.1569448173105;1985-12-01;2004-10-31;5312
137;Chimeneas, Castillo de Tajarja;5561;f;4;421853.5300;4108243.7500;-3.87958351715073;37.1166660018073;1985-12-01;1992-12-31;698
138;Chimeneas, Santa Catalina;5528;t;4;432107.9700;4109696.0000;-3.76430555195622;37.1305555099974;1992-06-01;2009-11-30;5626
140;Colomera;5545;f;4;436750.6300;4136318.5000;-3.71430552625597;37.3708324460596;;;0
142;Colomera, Las Torres;5547;f;4;437206.7200;4131538.0000;-3.70874989240413;37.3277769574086;;;0
143;Cmpeta;6203;t;4;413017.1300;4076894.0000;-3.97541682826518;36.833333763428;1961-07-01;2009-11-30;13951
144;Compresores;CETURSA4;t;20;465492.0000;4102017.0000;-3.38813785434353;37.0631656601505;1993-08-31;2011-01-18;371836
145;CONSTITUCION (P.F.);SIVA23;t;3;446443.0000;4114818.0000;-3.60330256081548;37.1776530579861;1996-05-28;2005-03-17;1014834
146;Cortes y Graena, Graena;5103;f;4;480391.5000;4128552.0000;-3.22124989071167;37.3027780150253;1989-01-01;1991-12-31;1002
148;Cortijo El Canario;C400;t;23;448150.0000;4067671.0000;-3.58083715464428;36.7527767719783;;;0
149;Cortijo Periano;C368;t;23;495562.0000;4069209.0000;-3.04972572710045;36.768048420354;;;0
150;Cortijuela;SNEV292;t;18;458329.0000;4104756.0000;-3.46885532728327;37.0875634147534;2006-06-23;2010-07-26;3039394
151;Dalas;6290;f;4;511112.3800;4074300.2500;-2.87541677358075;36.8138886874341;1961-01-01;1998-03-31;9825
152;Dalas, Venta del Viso;6292E;f;4;527595.9400;4072180.5000;-2.69069469221587;36.7944433056203;1970-01-01;1984-12-31;13972
153;Dalas, Venta Pampanico;6291A;f;4;514871.6900;4070647.5000;-2.83334185085197;36.7809094812588;1951-01-01;1960-12-31;3532
156;Deifontes, Las Encinillas;5537;f;4;447568.2800;4135473.2500;-3.59208331595803;37.3638888203672;;;0
158;Dlar;5519;f;4;446503.6900;4103428.7500;-3.60180560071182;37.074999527758;1985-12-01;1989-03-31;93
159;Dlar, Central Elctrica;5517;t;4;451191.7500;4102784.0000;-3.54902778408224;37.0694438247461;1985-12-01;2009-11-30;7214
160;Dlar, El Toril;5518;t;4;451015.1300;4102138.0000;-3.55097232229251;37.0636117794729;1957-04-01;2009-11-30;18096
162;Doa Mara de Oca a Santillana;6304;f;4;524279.6600;4105143.2500;-2.72680557955168;37.0916662340557;1961-01-01;1988-05-31;9187
163;Drcal;C414;t;23;449791.0000;4093701.0000;-3.56417781513795;36.9874983135072;;;0
164;Drcal, Central;6252;f;4;450485.3400;4096008.2500;-3.55652768133304;37.008332156045;1951-01-01;1997-01-31;22783
165;Drcal, Granja Escuela;6251E;f;4;448797.3100;4094785.7500;-3.57541664776659;36.9972223882239;1985-01-01;1988-03-31;1733
166;Drcal, Presa;6251;f;4;457718.8400;4099359.0000;-3.47541657065207;37.0388886787344;1951-01-01;1992-12-31;14333
170;El Ejido;6291;f;4;517690.3800;4068456.5000;-2.80180547558677;36.7611102901852;1961-01-01;1977-09-30;4926
172;El Ejido, Llanos de Celada;6292;f;4;521899.0000;4070931.5000;-2.75458337189775;36.7833331888525;1966-03-01;1979-06-30;10865
173;El Ejido, QUASH;6291I;f;4;521077.3800;4062363.0000;-2.76402758488905;36.7061110352425;1986-05-01;1992-02-29;5998
174;El Higueral;6348;t;4;544596.1900;4137893.2500;-2.4962498766822;37.3861107552716;1961-02-01;2009-02-28;13961
434;MariSol;0013a200408bc85a;t;;;;;;2013-07-05;2013-12-10;16740
176;nix;6295E;f;4;535488.0600;4081454.5000;-2.6018055700344;36.8777783094466;1968-01-01;1992-11-30;6850
177;Flix;6295;t;4;530540.1300;4080510.7500;-2.65736093340736;36.8694441880913;1951-01-01;2009-01-31;33177
178;Fines;6360;f;4;565423.5000;4135102.5000;-2.26125027207564;37.3597219461533;1961-02-01;1985-11-30;6168
180;Fiana;6300;t;4;514019.6900;4114056.7500;-2.84208321718004;37.1722218939358;1965-01-01;2009-02-28;12623
182;Fonelas, Cortijo Conejo;5119E;t;4;482141.7800;4141183.2500;-3.20180557343457;37.4166661451783;;;0
183;Frigiliana;6210E;t;4;419887.8800;4072512.0000;-3.89791647752974;36.7944443182165;1989-01-01;2009-11-30;6941
184;Fuente Santa;6317;f;4;542204.0000;4099975.0000;-2.52541644220428;37.0444446644326;1961-01-01;1991-04-30;10458
186;Gatuna;6318;f;4;535216.2500;4087308.2500;-2.60458316142274;36.9305549186106;1961-01-01;1995-02-28;8516
189;Gor;5124;t;4;502545.8400;4135617.5000;-2.97124999723433;37.3666674885086;1985-12-01;2009-10-31;5569
70;Almera;RIA0402;t;5;563956.0000;4080899.0000;-2.28244506110351;36.8712717285492;2000-01-31;2016-04-30;1460137
194;Granada, Aeropuerto;5530E;t;9;431088.5900;4116299.6000;-3.77638891541187;37.1899999969353;1972-07-01;2016-04-30;1265979
23;Alhama de Almera;RAIFAL003;t;6;539587.0000;4091611.0000;-2.55528314938784;36.9691663857134;1996-01-10;2016-04-30;1973729
195;Granada, Base Area;5514;t;9;443956.0000;4110225.2500;-3.6309721895541;37.136110793735;1951-01-01;2009-11-30;1135562
