id;nombre;codigo;estado;cli_red_id;punto_x;punto_y;long;lat;fecha_inicio;fecha_fin;numero_registros
360;Puerto Lobo;EARM09;f;2;452607.0000;4121457.0000;-3.53429170754226;37.2378267529789;1997-07-22;2009-08-26;3341861
364;Pza. CONCORDIA;SIVA01;t;3;547310.0000;4077654.0000;-2.46939868969894;36.8430020575079;1995-12-31;2004-09-07;780009
365;Quentar;5506E;f;4;458666.6300;4116303.7500;-3.46569423519622;37.191666108249;;;0
366;Quentar, Aguas Blancas;5504A;f;4;464111.6900;4121209.5000;-3.40458345472698;37.2361100335141;1966-01-01;1982-12-31;4866
367;Quentar, ICONA;5506F;f;4;458666.6300;4116303.7500;-3.46569423519622;37.191666108249;1970-05-01;1987-02-28;5932
369;Quentar, Zaidn;5506G;f;4;458667.3800;4116458.0000;-3.46569432405244;37.19305648926;;;0
370;Rambla de Molvizar, Viv. Forestal;6265;f;4;446003.0300;4071228.2500;-3.60513880354767;36.7847221451615;1972-07-01;1992-08-31;12666
371;Rambla Molvzar, Viv. Forestal;6265A;f;4;446239.5900;4070958.0000;-3.60246876260639;36.7822995621597;;;0
372;Ranchillos;6256U;f;4;458747.3400;4092420.2500;-3.46347241021251;36.9763893564499;;;0
373;Refugio de Poqueira;PG2;t;21;471338.0000;4098246.0000;-3.32224075072953;37.0293708710405;;;0
374;Rioja;6324;t;4;548072.0000;4088912.2500;-2.46013866278801;36.9444449615027;1961-01-01;2009-02-28;15387
375;Roquetas de Mar, Faro Sabinal;6293;t;4;526642.0600;4060159.7500;-2.7018054485686;36.6861099761997;1961-02-01;2009-11-30;25221
376;Roquetas de Mar, Pueblo;6293E;t;4;534686.0000;4068632.0000;-2.61138972751301;36.7622227796438;2006-01-01;2009-11-30;2776
377;Salobral, Casilla;6298;f;4;504031.4400;4115278.7500;-2.95458348355479;37.1833334257512;;;0
378;Salobre a Azucarera;6223;f;4;447516.1300;4067366.7500;-3.58791666832054;36.7499993607734;1986-01-01;1986-02-28;59
379;Salobrea, Guadalfeo;6268;f;4;449373.2200;4066893.2500;-3.56708334958628;36.7458321279204;1961-01-01;1999-12-31;30494
381;Santa Cruz del Comercio;5577;t;4;413274.1600;4102009.5000;-3.9754167769826;37.0597225861838;1985-12-01;2009-11-30;5599
383;Santa F;5529;t;4;436229.5300;4116289.7500;-3.71847210534955;37.1902766107104;1985-12-01;2003-08-31;5111
384;Sern, Estacin;6348E;f;4;542647.7500;4134184.7500;-2.51847203995229;37.3527766103912;1969-08-01;2009-02-28;25430
385;Sierra Nevada, Monachil;E027;f;8;465539.5000;4105370.5000;-3.38775750037357;37.0933954075312;1997-01-08;1997-11-30;343065
387;Sorviln;6274B;t;4;476195.7800;4072138.5000;-3.26680547292418;36.7941676249866;1987-06-01;2009-11-30;7758
388;Stadium;CETURSA5;t;20;466843.0000;4102191.0000;-3.37295010173452;37.0647828266147;1993-08-31;2006-06-08;344244
390;Tabernas;6322;t;4;554178.8100;4100967.7500;-2.39069446466806;37.0527778939267;1964-08-01;2009-02-28;33143
391;Tabernas a Sorbas, C.P.C.;6321;t;4;562672.8800;4104724.5000;-2.29486120841105;37.086109933614;1961-01-01;2009-02-28;14257
393;Tahal;6357;t;4;563787.0600;4120604.7500;-2.28097206067046;37.229167265033;1961-01-01;2009-02-28;16250
394;Tajos de Breca;PG1;t;21;480994.0000;4100446.0000;-3.2137368442478;37.0494469724107;;;0
396;Tjola;RIA0409;t;5;548187.0000;4136472.0000;-2.45578295073994;37.3731210024893;1999-12-22;2000-12-19;52206
397;Tjola;6351;t;4;549787.8800;4133299.7500;-2.43791689543634;37.3444442763285;1961-10-01;2009-02-28;14655
398;Torre del Maro;C275;t;23;428802.0000;4067039.0000;-3.79750305197903;36.7458247993293;;;0
401;Torrox;6207;t;4;415039.9100;4068552.5000;-3.9518057523093;36.758333612298;1961-01-01;2005-01-31;14662
403;Torrox, Faro;6205;f;4;414495.8000;4065476.0000;-3.95755604664681;36.7305552170958;1963-12-01;1998-05-31;8185
404;Torvizcn;6226;t;4;473349.9400;4081422.2500;-3.29902778566625;36.8777784964624;1961-01-01;2009-02-28;16362
405;Trvelez;6234;t;4;476235.7500;4095280.7500;-3.26708343474167;37.0027786569277;1965-01-01;2009-02-28;14816
407;Turn;6284;t;4;494886.9100;4079841.2500;-3.05736126302895;36.8638891110287;1965-01-01;2009-02-28;14998
408;Ugjar;6281;t;4;495140.9700;4091088.5000;-3.05458328631742;36.9652767550701;1961-01-01;2009-02-28;14695
22;Soportujar;EARM27;t;2;463941.0000;4088479.0000;-3.40493506155782;36.941076257702;1999-11-30;2016-04-19;2026672
30;Motril;RAIFGR003;t;6;467504.0000;4064278.0000;-3.36388937950604;36.7230516756225;1995-12-31;2016-04-30;1981086
31;Abla;EARM12;f;2;520402.0000;4111205.0000;-2.77027157488627;37.1463989600366;1997-09-24;2006-09-09;2498655
33;Abla, Venta Victoria;6301U;t;4;517106.6600;4111905.2500;-2.80736119185243;37.1527770627421;1987-04-01;2002-05-31;4625
39;Adra, Faro;6277A;f;4;497235.0000;4067075.0000;-3.03097280784419;36.7488177063776;1970-12-01;1994-12-31;24189
45;Albolote;5522;t;4;441799.3800;4119485.5000;-3.65597238661371;37.2194447493304;1985-12-01;2009-11-30;5599
51;Albuol;6275;t;4;481746.6300;4071847.2500;-3.20458316666166;36.7916654534084;1961-01-01;2009-02-28;16190
57;Alcontar;6346;t;4;535520.9400;4132302.5000;-2.59902778810615;37.3361112406347;1961-01-01;2009-03-31;14882
62;Alfacar, La Alfaguara;5508;f;4;423961.6900;4123018.2500;-3.85736128807602;37.2500007825984;1983-01-01;1991-07-31;1794
65;Alhama de Granada, Alcaicera;6378;t;4;413005.2200;4087835.0000;-3.97680571611661;36.9319445599456;1965-01-01;2009-02-28;12222
17;Abla;E190;t;8;517365.3100;4111635.0000;-2.80445481147475;37.1503362840447;1990-12-31;2014-11-05;9498161
75;Almera, Caada S. Urbano;RAIFAL004;f;6;553394.0000;4078435.0000;-2.40111239076212;36.8497178194487;1995-12-31;2002-03-31;165923
76;Almera, Hiniesta y Castro;6325I;f;4;561148.2500;4093619.0000;-2.3129163159447;36.9861114046825;;;0
77;Almera, Instituto;6297B;f;4;549044.8100;4076322.2500;-2.45002882886365;36.8309091992591;1983-06-01;1989-12-31;1734
78;Almera, Sismolgico;6297A;f;4;548626.5600;4078437.7500;-2.45458334408918;36.849999975276;;;0
79;Almuecar;RIA1809;f;5;439612.0000;4066365.0000;-3.67637310165789;36.7404992568176;2001-01-25;2007-07-31;594503
81;Almucar, El Zahor;6222I;t;4;440092.0600;4069150.0000;-3.67121520282351;36.7656335442941;1986-10-01;2009-11-30;20309
82;Almucar, Rancho California;6219;f;4;438328.7200;4065733.2500;-3.69069446371261;36.7347221459386;1951-02-01;1982-09-30;22334
83;Alquife, Ms. del Marquesado;5109E;f;4;490471.2200;4116361.7500;-3.10736099679027;37.193055543601;1976-02-01;1989-03-31;12029
84;Arenas del Rey, Fornes;5570;f;4;423665.4100;4090198.0000;-3.85736128065576;36.954166950554;1985-12-01;1989-02-28;59
85;Arenas del Rey, Jatar;5571;t;4;418947.1600;4088238.5000;-3.91013885699138;36.9361112959699;1985-12-01;2003-02-28;3860
86;Arenas del Rey, La Resinera;5568;f;4;423152.0900;4088137.7500;-3.86291664250373;36.9355556345143;1989-01-01;1994-02-28;1123
87;Arenas del Rey, V. Vicario;5566;f;4;422995.4400;4084502.5000;-3.86430559300677;36.9027772887712;;;0
88;Arquilla;6257I;t;4;457223.3100;4089284.5000;-3.48041668575993;36.9480558409254;1989-01-01;2009-11-30;21231
89;Atarfe;5524;f;4;438967.3400;4119813.7500;-3.68791679664252;37.2222222565183;;;0
90;Atarfe, Caparacena;5548;t;4;436662.1300;4124607.7500;-3.71430536690063;37.2652773862264;1985-12-01;2009-11-30;6268
91;Atarfe, SEA;5524A;f;4;438967.3400;4119813.7500;-3.68791679664252;37.2222222565183;1971-02-01;1995-01-31;23130
130;Capileira;6243A;f;4;468749.1600;4065145.5000;-3.349981834207;36.7309135130596;1953-11-01;1990-12-31;3835
135;Chauchina;5530;f;4;431556.2500;4117713.5000;-3.77125009973401;37.2027779912297;1985-12-01;1992-09-30;1123
141;Colomera, El Len;5545E;t;4;436754.1300;4136780.7500;-3.71430550640207;37.3749989067734;1977-06-21;2009-04-30;25848
155;Deifontes;5538;f;4;447418.1600;4131159.5000;-3.5934723867077;37.3249997158049;1951-01-01;1995-06-30;7622
161;Dlar, Casa Forestal;5107;f;4;500086.3400;4112504.2500;-2.99902765003197;37.1583329731931;1956-08-01;1976-12-31;5510
167;El Alquin, Cortijo los Trancos;6326;t;4;563235.2500;4078934.2500;-2.29069466041661;36.8536105875607;1965-01-01;2009-02-28;12899
175;El Pozuelo;6276;t;4;486437.6600;4067039.2500;-3.15192092303275;36.7484024896573;1951-01-01;2009-02-28;15017
410;Ugjar, SEA;6281A;f;4;495264.6900;4091242.5000;-3.05319446003619;36.9666655789302;;;0
412;Uleila del Campo, Los Filabres;6334I;f;4;570591.0000;4117423.0000;-2.20458344437173;37.1999997154466;1971-03-01;1997-03-31;21785
414;Valle del Zalabi, Exfiliana;5111;f;4;490726.9400;4124682.0000;-3.10458332571511;37.2680553966828;;;0
415;Velefique;6319;f;4;552969.5000;4116523.0000;-2.40319419855842;37.1930544479949;1951-01-01;1986-11-30;10069
416;Vlez de Benaudalla, Central;6264;f;4;454267.6900;4077805.5000;-3.51291663720008;36.8444453454225;1951-01-01;1995-03-31;14725
417;Velor - Nechite;6281E;t;4;493660.4100;4095249.7500;-3.07124992582624;37.0027783274289;1990-08-01;2009-11-30;20356
419;Ventas de Huelma, Circullar;5558;f;4;425984.2800;4100810.0000;-3.83236122862826;37.0500005984211;1991-04-01;2000-04-30;2188
420;Viator, Base Militar;6325A;t;4;552409.3100;4083514.0000;-2.4118056027291;36.8955546039328;1987-10-01;2006-11-30;20359
421;Viator, Sarazal;6325;f;4;551820.7500;4082616.7500;-2.41847210690416;36.8874994032943;1965-01-01;1991-09-30;6228
425;LBA STATION;LBA01;t;;111.0000;111.0000;-60.027789;-3.105923;2012-04-01;2012-04-02;864
413;Valle del Zalabi, Charches;5113O;t;4;498116.5000;4127604.7500;-3.02124989027267;37.2944446569067;1980-01-01;2009-11-30;9522
185;Fuente Vaqueros, Servicio Plagas;5524O;t;4;429358.3400;4120197.2500;-3.79625006434858;37.2250001832598;1974-01-01;2009-11-30;34940
187;Gergal;6315;t;4;541051.8800;4108290.0000;-2.53791695587234;37.119445308941;1961-01-01;2009-02-28;13777
197;Granada, Cartuja;5515;t;4;446586.7500;4116526.0000;-3.60180548377113;37.1930561971454;1951-02-01;2004-11-30;87646
203;Granada, Universidad;5515A;f;4;446325.9000;4116990.0000;-3.60477768279574;37.1972234451491;;;0
216;Hueneja, CHS;6299A;f;4;504524.9400;4114662.7500;-2.94902765186389;37.1777785938471;1981-05-01;1986-03-31;578
229;Itrabo;6266;t;4;443089.5000;4072942.0000;-3.63791672820697;36.7999992191234;1952-06-11;2009-11-30;27926
235;Iznalloz, Sierra Umbra;5534;f;4;458022.4100;4135352.5000;-3.47402773462811;37.3633324914482;;;0
241;La Mala;5526;f;4;435909.1600;4106584.2500;-3.72125012215549;37.1027765524655;1962-01-01;1977-04-30;5414
242;La Mamola;6274;t;4;475053.9700;4066849.5000;-3.2794300534053;36.7464608769971;1965-01-01;2009-11-30;14392
245;La Mojonera, E.I.C.H.I.;6292O;f;9;526357.7500;4071868.5000;-2.70458340254053;36.791666096119;1982-02-01;1999-12-31;46448
250;Laguna Seca 2;SNEV324;t;18;504239.0000;4105977.0000;-2.9522978764299;37.0994867792836;2009-06-23;2011-09-26;2459987
258;Lujar;6309;t;4;509973.9100;4094328.7500;-2.88791661185616;36.9944447227434;1951-01-01;2009-02-28;38846
263;Los Santos de Alcontar;6347;t;4;534817.8800;4123824.5000;-2.60736139795932;37.259721212518;1961-01-01;2009-02-28;16216
270;Mecina Bombaron;6282;t;4;486118.0600;4092793.5000;-3.15597210862459;36.9805561134052;1961-01-01;2009-02-28;15612
277;Monachil;CETURSA2;t;20;465378.0000;4103949.0000;-3.38950912604397;37.0805762625632;2008-08-18;2009-03-15;11874
285;Motril;6269;t;4;453469.2500;4067640.5000;-3.52125004090951;36.752777781963;1951-05-01;2009-11-30;35133
290;Nacimiento, Gilma Moderno;6303;t;4;528689.7500;4115018.5000;-2.67680557234431;37.1805554733164;1961-01-01;2009-02-28;14912
297;NIJAR;SIVA46;t;3;571341.0000;4091510.0000;-2.19859574718888;36.9663841711716;2002-09-21;2010-01-04;653179
298;Njar;6327;t;4;570807.6900;4091536.7500;-2.20458361301948;36.9666655619932;1951-01-01;2009-11-30;56408
302;Olula de Castro;6320;f;4;546323.8100;4114480.7500;-2.47819460718918;37.1750000800171;1961-01-01;1990-08-31;8387
306;rjiva, C.P.G.;C382;t;23;462481.0000;4084236.0000;-3.4211197840547;36.9027725356454;;;0
307;rjiva, Las Cabreras;6245E;f;4;462443.5600;4078381.7500;-3.42125010089905;36.8500000324039;;;0
308;rjiva, Sierra de Ljar;6245;f;4;464164.1900;4075292.7500;-3.40180550297844;36.8222219272652;1965-11-01;1977-11-30;4197
309;Otvar, Sequero Lentegi;6221E;t;4;438689.4400;4074513.5000;-3.68736103714838;36.8138897096639;1971-01-01;2009-11-30;12687
342;Presa de Dlar;5516;f;4;455886.9100;4103374.5000;-3.4962500700067;37.0749991381697;1992-11-01;1997-05-31;92
354;Proyecto Gloria: PUL_S;PULS;t;19;469293.0000;4099042.0000;-3.34526436150895;37.0364813351315;;;0
361;Puntal;C398;t;23;443398.0000;4098826.0000;-3.63639454404131;37.0333299907562;;;0
362;Purchena;6356;t;4;556478.3800;4133650.5000;-2.36236140338105;37.3472226437647;1964-11-01;2009-02-28;26673
363;Purullena;5104;f;4;483102.6300;4130087.0000;-3.19069432460138;37.3166672310225;;;0
380;Salobrea, Patronato de Agricultura;6268A;f;4;449561.5900;4067293.7500;-3.56499992976015;36.7494523264565;1989-03-01;1997-06-30;15616
386;Soportjar, Casa Forestal;6246;t;4;463857.4400;4090548.0000;-3.40597236325477;36.959723107229;1952-01-01;2009-02-28;28920
392;Tabernas, Planta Solar;6321O;f;9;556421.7500;4105389.2500;-2.36513916551648;37.0924989734861;1983-01-01;2000-05-31;15476
400;Torrenueva, Faro Sacratif;6271;f;4;458149.0000;4061256.0000;-3.46847821576537;36.695444005051;1961-01-01;1981-12-31;5165
406;Trvelez, C.P.G.;C383;t;23;476494.0000;4094971.0000;-3.26417136359494;36.9999930366326;;;0
411;Uleila del Campo;6335;f;4;570605.2500;4115728.0000;-2.20458316598608;37.1847215558418;1961-01-01;1991-09-30;7874
418;Ventas de Huelma;5559;t;4;426989.6300;4102804.5000;-3.82125013328266;37.0680561554754;1985-12-01;2009-06-30;3314
191;Gor, Los Charcones;5094E;t;4;504376.0900;4139506.2500;-2.95055810199017;37.4017122997441;1986-01-01;2009-11-30;17494
209;Guadix, Instituto Tcnico;5112A;t;4;488022.7500;4128229.5000;-3.13513878785157;37.300000743954;1969-04-01;2009-11-30;36937
221;Hutor-Santilln, Villa Mara;5509A;t;4;454283.7500;4119198.7400;-3.51525083129059;37.2175557508188;1993-11-01;2009-11-30;6060
15;Granada, Aeropuerto;E182;t;8;431088.5900;4116299.6000;-3.77638891541187;37.1899999969353;1990-12-31;2014-02-28;7940068
169;EL EJIDO;SIVA08;t;3;516423.0000;4070189.0000;-2.81596720473244;36.7767507146667;2001-02-19;2016-04-30;2449606
168;EL BOTICARIO;SIVA61;t;3;554450.0000;4080157.0000;-2.38914497927919;36.865179489131;2005-06-08;2016-04-30;1570317
205;GRANADA-NORTE;SIVA22;t;3;446107.0000;4116530.0000;-3.60721082570162;37.1930646705277;2000-02-09;2016-04-30;4052600
409;Ugjar;RAIFGR010;t;6;498541.0000;4090779.0000;-3.01638889325963;36.9624982601192;1995-12-31;2016-04-30;1359775
222;IFAPA Centro Camino del Purchil;RIA18101;t;5;443423.0000;4114357.0000;-3.63728513014197;37.1733198052391;2005-10-31;2016-04-30;461801
231;Iznalloz;RIA1805;t;5;451312.0000;4141428.0000;-3.55020145654394;37.4177641054887;2000-08-22;2016-04-30;1455798
305;rjiva;RAIFGR007;t;6;476300.0000;4140211.0000;-3.26778842647698;37.4077716883875;1995-12-31;2016-04-30;1375580
239;Jerez del Marquesado;RIA1806;t;5;486806.0000;4116224.0000;-3.14865457665284;37.1917692634233;2000-09-05;2016-04-30;1450991
18;Almera, Aeropuerto;E275;t;8;557329.6700;4078048.1300;-2.35700004591225;36.8460000422765;2006-01-29;2014-02-28;2945297
431;fb_iecolab_canar_1;0013a200408bc824;t;;551820.7500;4095249.7500;-3.07124992582624;37.0027783274289;;;0
13;Motril, Club Nutico;E089;t;8;452645.7900;4064471.0200;-3.53027774930665;36.7241666740687;1991-05-27;2014-11-05;7897675
395;Tjola;RIA0412;t;5;547943.0000;4137207.0000;-2.45849091421406;37.3797583618421;2001-09-19;2016-04-30;1359431
382;Santa Fe;RAIFGR008;t;6;437847.0000;4116740.0000;-3.70028756220497;37.194443921814;1995-12-31;2016-04-30;1909912
80;Almuecar;RIA1811;t;5;438973.0000;4066413.0000;-3.68353356972744;36.7408910347887;2007-08-13;2016-04-30;737468
26;Dalas;RAIFAL010;t;6;511112.0000;4074300.0000;-2.87542103748316;36.8138864382833;2006-01-12;2016-04-30;971158
179;Fiana;RIA0405;t;5;514394.0000;4112459.0000;-2.8378977911007;37.1578142346982;2000-01-31;2016-04-30;1485351
20;Seron;EARM19;t;2;543425.0000;4133860.0000;-2.50971557885507;37.349813485225;1999-11-30;2016-04-30;2221667
389;Tabernas;RIA0404;t;5;562125.0000;4105383.0000;-2.30097053124013;37.0920817368523;2000-01-31;2016-04-30;1466484
14;Torrox, Faro;E180;t;8;415039.9100;4068552.5000;-3.9518057523093;36.758333612298;1991-06-05;2015-02-24;8181300
171;El Ejido - Ayuntamiento, Automtica;6291B;t;4;526642.0600;4060159.7500;-2.7018054485686;36.6861099761997;2003-04-22;2016-04-30;291225
